codstz,tiposens,datetime,valore,nome,comune,quota,x,y
153,LFREAT,2020-11-12T15:00:00Z,21.65,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-12T16:00:00Z,21.66,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-12T17:00:00Z,21.66,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-12T18:00:00Z,21.67,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-12T19:00:00Z,21.68,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-12T20:00:00Z,21.68,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-12T21:00:00Z,21.69,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-12T22:00:00Z,21.7,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-12T23:00:00Z,21.7,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T00:00:00Z,21.71,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T01:00:00Z,21.71,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T02:00:00Z,21.72,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T03:00:00Z,21.72,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T04:00:00Z,21.73,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T05:00:00Z,21.74,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T06:00:00Z,21.74,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T07:00:00Z,21.75,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T08:00:00Z,21.75,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T09:00:00Z,21.76,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T10:00:00Z,21.77,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T11:00:00Z,21.77,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T12:00:00Z,21.78,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T13:00:00Z,21.78,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T14:00:00Z,21.79,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T15:00:00Z,21.79,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T16:00:00Z,21.8,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T17:00:00Z,21.81,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T18:00:00Z,21.82,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T19:00:00Z,21.82,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T20:00:00Z,21.83,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T21:00:00Z,21.84,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T22:00:00Z,21.85,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-13T23:00:00Z,21.85,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T00:00:00Z,21.86,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T01:00:00Z,21.86,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T02:00:00Z,21.87,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T03:00:00Z,21.87,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T04:00:00Z,21.88,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T05:00:00Z,21.89,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T06:00:00Z,21.89,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T07:00:00Z,21.9,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T08:00:00Z,21.91,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T09:00:00Z,21.92,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T10:00:00Z,21.92,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T11:00:00Z,21.93,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T12:00:00Z,21.93,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T13:00:00Z,21.94,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T14:00:00Z,21.94,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T15:00:00Z,21.95,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T16:00:00Z,21.95,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T17:00:00Z,21.96,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T18:00:00Z,21.97,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T19:00:00Z,21.98,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T20:00:00Z,21.98,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T21:00:00Z,21.99,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T22:00:00Z,22,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-14T23:00:00Z,22,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T00:00:00Z,22.01,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T01:00:00Z,22.02,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T02:00:00Z,22.02,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T03:00:00Z,22.03,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T04:00:00Z,22.03,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T05:00:00Z,22.05,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T06:00:00Z,22.05,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T07:00:00Z,22.06,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T08:00:00Z,22.07,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T09:00:00Z,22.07,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T10:00:00Z,22.08,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T11:00:00Z,22.09,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T12:00:00Z,22.09,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T13:00:00Z,22.1,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T14:00:00Z,22.11,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T15:00:00Z,22.11,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T16:00:00Z,22.12,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T17:00:00Z,22.13,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T18:00:00Z,22.14,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T19:00:00Z,22.14,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T20:00:00Z,22.15,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T21:00:00Z,22.15,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T22:00:00Z,22.16,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-15T23:00:00Z,22.17,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T00:00:00Z,22.17,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T01:00:00Z,22.18,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T02:00:00Z,22.18,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T03:00:00Z,22.19,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T04:00:00Z,22.2,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T05:00:00Z,22.2,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T06:00:00Z,22.21,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T07:00:00Z,22.22,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T08:00:00Z,22.23,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T09:00:00Z,22.23,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T10:00:00Z,22.24,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T11:00:00Z,22.25,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T12:00:00Z,22.25,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T13:00:00Z,22.26,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T14:00:00Z,22.27,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T15:00:00Z,22.28,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T16:00:00Z,22.28,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T17:00:00Z,22.3,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T18:00:00Z,22.3,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T19:00:00Z,22.31,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T20:00:00Z,22.32,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T21:00:00Z,22.33,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T22:00:00Z,22.34,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-16T23:00:00Z,22.35,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T00:00:00Z,22.36,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T01:00:00Z,22.36,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T02:00:00Z,22.37,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T03:00:00Z,22.38,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T04:00:00Z,22.39,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T05:00:00Z,22.4,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T06:00:00Z,22.4,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T07:00:00Z,22.41,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T08:00:00Z,22.42,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T09:00:00Z,22.43,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T10:00:00Z,22.44,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T11:00:00Z,22.45,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T12:00:00Z,22.45,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T13:00:00Z,22.46,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T14:00:00Z,22.47,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T15:00:00Z,22.48,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T16:00:00Z,22.49,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T17:00:00Z,22.49,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T18:00:00Z,22.5,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T19:00:00Z,22.51,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T20:00:00Z,22.52,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T21:00:00Z,22.52,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T22:00:00Z,22.53,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-17T23:00:00Z,22.54,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T00:00:00Z,22.54,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T01:00:00Z,22.55,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T02:00:00Z,22.56,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T03:00:00Z,22.56,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T04:00:00Z,22.57,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T05:00:00Z,22.58,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T06:00:00Z,22.59,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T07:00:00Z,22.6,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T08:00:00Z,22.6,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T09:00:00Z,22.61,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T10:00:00Z,22.62,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T11:00:00Z,22.62,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T12:00:00Z,22.62,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T13:00:00Z,22.63,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T14:00:00Z,22.64,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T15:00:00Z,22.64,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T16:00:00Z,22.65,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T17:00:00Z,22.65,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T18:00:00Z,22.66,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T19:00:00Z,22.67,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T20:00:00Z,22.67,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T21:00:00Z,22.68,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T22:00:00Z,22.69,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-18T23:00:00Z,22.69,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T00:00:00Z,22.7,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T01:00:00Z,22.7,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T02:00:00Z,22.7,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T03:00:00Z,22.71,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T04:00:00Z,22.72,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T05:00:00Z,22.72,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T06:00:00Z,22.72,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T07:00:00Z,22.73,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T08:00:00Z,22.74,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T09:00:00Z,22.74,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T10:00:00Z,22.75,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T11:00:00Z,22.75,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T12:00:00Z,22.76,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T13:00:00Z,22.76,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T14:00:00Z,22.76,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T15:00:00Z,22.77,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T16:00:00Z,22.77,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T17:00:00Z,22.78,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T18:00:00Z,22.78,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T19:00:00Z,22.79,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T20:00:00Z,22.79,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T21:00:00Z,22.8,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T22:00:00Z,22.8,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-19T23:00:00Z,22.81,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T00:00:00Z,22.81,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T01:00:00Z,22.82,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T02:00:00Z,22.83,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T03:00:00Z,22.83,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T04:00:00Z,22.83,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T05:00:00Z,22.84,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T06:00:00Z,22.85,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T07:00:00Z,22.85,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T08:00:00Z,22.85,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T09:00:00Z,22.86,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T10:00:00Z,22.87,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T11:00:00Z,22.87,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T12:00:00Z,22.88,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T13:00:00Z,22.88,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T14:00:00Z,22.89,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T15:00:00Z,22.89,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T16:00:00Z,22.9,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T17:00:00Z,22.9,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T18:00:00Z,22.91,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T19:00:00Z,22.91,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T20:00:00Z,22.92,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T21:00:00Z,22.93,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T22:00:00Z,22.93,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-20T23:00:00Z,22.94,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T00:00:00Z,22.94,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T01:00:00Z,22.95,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T02:00:00Z,22.95,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T03:00:00Z,22.96,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T04:00:00Z,22.97,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T05:00:00Z,22.97,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T06:00:00Z,22.97,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T07:00:00Z,22.98,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T08:00:00Z,22.99,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T09:00:00Z,22.99,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T10:00:00Z,23,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T11:00:00Z,23,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T12:00:00Z,23,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T13:00:00Z,23,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T14:00:00Z,23.01,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T15:00:00Z,23.01,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T16:00:00Z,23.02,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T17:00:00Z,23.02,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T18:00:00Z,23.03,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T19:00:00Z,23.03,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T20:00:00Z,23.04,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T21:00:00Z,23.04,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T22:00:00Z,23.05,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-21T23:00:00Z,23.05,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T00:00:00Z,23.05,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T01:00:00Z,23.05,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T02:00:00Z,23.06,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T03:00:00Z,23.06,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T04:00:00Z,23.07,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T05:00:00Z,23.07,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T06:00:00Z,23.07,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T07:00:00Z,23.08,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T08:00:00Z,23.08,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T09:00:00Z,23.09,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T10:00:00Z,23.09,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T11:00:00Z,23.09,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T12:00:00Z,23.1,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T13:00:00Z,23.1,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T14:00:00Z,23.11,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
153,LFREAT,2020-11-22T15:00:00Z,23.11,Breganze AIST132,BREGANZE (VI),92.21,1700819,5063249
